id,number,title,authors,source,year,pages,citations,url
41474449,23,СОЦИАЛЬНО-ЭКОНОМИЧЕСКОЕ РАЗВИТИЕ ЧЕРЕЗ ПРИЗМУ ИНДЕКСОВ ЧЕЛОВЕЧЕСКОГО РАЗВИТИЯ И РАЗВИТИЯ ЧЕЛОВЕЧЕСКОГО КАПИТАЛА,"Кузнецова М.В., Ивашина Н.С.",В сборнике: Устойчивое развитие территорий: теория и практика. Материалы X Всероссийской научно-практической конференции с международным участием. В 2-х томах. 2019. С. 357-359.,2019,357-359,11,https://elibrary.ru/item.asp?id=41474449
80353989,24,СТРАТЕГИЯ РАЗВИТИЯ ПОТРЕБИТЕЛЬСКОГО ПОВЕДЕНИЯ В ОСОБЕННОСТИ ИННОВАЦИОННОГО РАЗВИТИЯ И ЭФФЕКТИВНОГО ПРИМЕНЕНИЯ В РАЗВИТИИ РОССИИ,Белова А.О.,"В сборнике: International Forum on Innovation and Sustainability. Conference Proceedings. Seattle, USA, 2025. С. 4-8.",2025,4-8,0,https://elibrary.ru/item.asp?id=80353989
30346895,25,"РАЗВИТИЕ, УСТОЙЧИВОЕ РАЗВИТИЕ И СБАЛАНСИРОВАННОЕ УСТОЙЧИВОЕ РАЗВИТИЕ И ИХ ВЗАИМОСВЯЗЬ НА УРОВНЕ РЕГИОНА: ТЕРМИНОЛОГИЧЕСКИЕ АСПЕКТЫ",Грузневич Е.С.,"В сборнике: Россия: тенденции и перспективы развития. Ежегодник. Москва, 2017. С. 839-844.",2017,839-844,58,https://elibrary.ru/item.asp?id=30346895
25257008,26,РАЗВИТИЕ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ КАК ФАКТОР СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕГИОНА (НА ПРИМЕРЕ РАЗВИТИЯ АВТОДОРОЖНОЙ СЕТИ РЕСПУБЛИКИ КОМИ),Зыбин Е.А.,В сборнике: УПРАВЛЕНЧЕСКИЕ АСПЕКТЫ РАЗВИТИЯ СЕВЕРНЫХ ТЕРРИТОРИЙ РОССИИ. Материалы Всероссийской научной конференции (с международным участием). Коми республиканская академия государственной службы и управления. 2015. С. 63-66.,2015,63-66,0,https://elibrary.ru/item.asp?id=25257008
26318378,27,"ОСОБЕННОСТИ И РАЗЛИЧИЯ ПОНЯТИЙ ""РАЗВИТИЕ"", ""ЭКОНОМИЧЕСКОЕ РАЗВИТИЕ"" И ""РАЗВИТИЕ ОРГАНИЗАЦИИ""","Макеенко М.В., Лящук А.В.","В сборнике: ЭКОНОМИКА И УПРАВЛЕНИЕ. сборник научных трудов. Министерство образования и науки РФ; ФГБОУ ВО ""Санкт-Петербургский государственный экономический университет"". Санкт-Петербург, 2015. С. 125-129.",2015,125-129,4,https://elibrary.ru/item.asp?id=26318378
82745892,28,"РАЗВИТИЕ МЕЛКОЙ МОТОРИКИ РУК КАК СРЕДСТВО РАЗВИТИЯ КОММУНИКАТИВНЫХ СПОСОБНОСТЕЙ МЛАДШИХ ДОШКОЛЬНИКОВ, В РАМКАХ РАЗВИТИЯ СОЦИАЛЬНОГО ИНТЕЛЛЕКТА","Артеменко И.В., Приц А.С., Белоус Т.Н.","В сборнике: Общество, интеллект, инициатива в контексте междисциплинарных исследований. Сборник статей Международной научно-практической конференции. Уфа, 2025. С. 102-105.",2025,102-105,0,https://elibrary.ru/item.asp?id=82745892
28284154,29,СТИМУЛИРОВАНИЕ РАЗВИТИЯ РЕЧИ У ДЕТЕЙ С ЗАДЕРЖКОЙ ПСИХИЧЕСКОГО РАЗВИТИЯ ЧЕРЕЗ РАЗВИТИЕ МЕЛКОЙ МОТОРИКИ,Кондратьева И.А.,"Педагогический опыт: теория, методика, практика. 2017. № 1-2 (10). С. 177-181.",2017,177-181,0,https://elibrary.ru/item.asp?id=28284154
43069752,30,"АНАЛИЗ МЕЖДУНАРОДНОГО ОПЫТА И ЛУЧШЕЙ ПРАКТИКИ РАЗВИТИЯ ТЕРРИТОРИЙ ПРОМЫШЛЕННОГО РАЗВИТИЯ, АНАЛОГИЧНЫХ ТЕРРИТОРИЯМ ОПЕРЕЖАЮЩЕГО СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ",Бочарова Ю.Н.,Самоуправление. 2020. Т. 2. № 2 (119). С. 89-92.,2020,89-92,9,https://elibrary.ru/item.asp?id=43069752
82845243,31,СТРАТЕГИЧЕСКОЕ РАЗВИТИЕ ПРЕДПРИЯТИЯ В КОНТЕКСТЕ РЕАЛИЗАЦИИ ПОВЕСТКИ УСТОЙЧИВОГО РАЗВИТИЯ: АКТУАЛЬНЫЕ ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ,"Семенов А.А., Смирнова Н.Н.","В сборнике: Социогуманитарные и правовые проблемы современного общества. материалы XXIV Всероссийской научно-практической конференции, посвященной Году защитника Отечества в Российской Федерации, Году Победы и патриотизма в Чувашской Республике. Чебоксары, 2025. С. 137-142.",2025,137-142,2,https://elibrary.ru/item.asp?id=82845243
80537829,32,РАЗВИТИЕ ИНФРАСТРУКТУРЫ И МЕРЫ ПОДДЕРЖКИ РАЗВИТИЯ ИНФРАСТРУКТУРЫ КАК ФАКТОР ОПЕРЕЖАЮЩЕГО РАЗВИТИЯ ЭКОНОМИКИ,Вдовин И.А.,Бизнес. Общество. Власть. 2025. № 55. С. 128-148.,2025,128-148,1,https://elibrary.ru/item.asp?id=80537829
47503632,33,ДОГОНЯЮЩЕЕ РАЗВИТИЕ VS. ОПЕРЕЖАЮЩЕЕ РАЗВИТИЕ: ОТ ТЕОРЕТИЧЕСКИХ МОДЕЛЕЙ К ПРАКТИКАМ ГОСУДАРСТВА РАЗВИТИЯ,"Левин С.Н., Саблин К.С.",Journal of Economic Regulation. 2021. Т. 12. № 4. С. 60-70.,2021,60-70,22,https://elibrary.ru/item.asp?id=47503632
67353722,34,РАЗВИТИЕ ТУРИЗМА В РЕГИОНЕ (НА МАТЕРИАЛАХ ДЕПАРТАМЕНТА РАЗВИТИЯ ТУРИЗМА МИНИСТЕРСТВА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИ ХАКАСИЯ),Коханин Д.А.,Вестник Хакасского государственного университета им. Н.Ф. Катанова. 2024. № 1 (47). С. 73-76.,2024,73-76,3,https://elibrary.ru/item.asp?id=67353722
67803520,35,МЕХАНИЗМ ФОРМИРОВАНИЯ СТРАТЕГИИ РАЗВИТИЯ РЕГИОНА НА ОСНОВЕ ОЦЕНКИ ПЕРСПЕКТИВ ЕГО РАЗВИТИЯ В РАМКАХ КОНЦЕПЦИИ УСТОЙЧИВОГО РАЗВИТИЯ,Бородин С.Н.,"В сборнике: Современные вопросы устойчивого развития общества в эпоху трансформационных процессов (шифр -МКСВ). Сборник материалов XVII Международной научно-практической конференции. Москва, 2024. С. 212-218.",2024,212-218,4,https://elibrary.ru/item.asp?id=67803520
15510923,36,РАЗВИТИЕ РЕЧИ - РАЗВИТИЕ ЛИЧНОСТИ - РАЗВИТИЕ ЭТНОСА,Кошкаров В.Л.,Новые ценности образования. 2010. Т. 46. № 4. С. 134-142.,2010,134-142,0,https://elibrary.ru/item.asp?id=15510923
39492206,37,СРАВНИТЕЛЬНЫЙ АНАЛИЗ УРОВНЯ РАЗВИТИЯ ПАМЯТИ У РЕБЕНКА С НОРМАЛЬНЫМ РАЗВИТИЕМ И РЕБЕНКА С ЗАДЕРЖКОЙ ПСИХИЧЕСКОГО РАЗВИТИЯ,"Савенкова Е.О., Манаков А.С., Зверева Т.С.",Теория и практика современной науки. 2019. № 8 (50). С. 101-104.,2019,101-104,1,https://elibrary.ru/item.asp?id=39492206
54327936,38,РАЗВИТИЕ МЕХАНИЗМОВ ГОСУДАРСТВЕННОГО УПРАВЛЕНИЯ РАЗВИТИЕМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА (НА ПРИМЕРЕ МИНИСТЕРСТВА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ),"Лейсле И.А., Барчукова Т.А.","В сборнике: Современные тенденции управления, экономики и финансов в эпоху цифровизации. Сборник статей по итогам XIX Всероссийской научно-практической конференции студентов, магистрантов, аспирантов с международным участием. 2023. С. 234-240.",2023,234-240,0,https://elibrary.ru/item.asp?id=54327936
82517930,39,ОСОБЕННОСТИ НРАВСТВЕННОГО РАЗВИТИЯ ДОШКОЛЬНИКОВ С НОРМАТИВНЫМ РАЗВИТИЕМ И С ЗАДЕРЖКОЙ ПСИХИЧЕСКОГО РАЗВИТИЯ,Дрыгина О.С.,"В сборнике: Мир без границ. Материалы XV Всероссийской научно-практической конференции студентов и молодых ученых. Ставрополь, 2024. С. 35-41.",2024,35-41,0,https://elibrary.ru/item.asp?id=82517930
27251182,40,ОСОБЕННОСТИ РАЗВИТИЯ ПОЗНАВАТЕЛЬНЫХ ПРОЦЕССОВ У ДЕТЕЙ ДОШКОЛЬНОГО ВОЗРАСТА С НОРМАЛЬНЫМ РАЗВИТИЕМ И С ЗАДЕРЖКОЙ ПСИХИЧЕСКОГО РАЗВИТИЯ,Смирнова А.Н.,"В сборнике: Актуальные проблемы психологии образования. сборник научных статей. ФГБОУ ВПО «Ярославский государственный педагогический университет им. К.Д Ушинского». Ярославль, 2014. С. 77-82.",2014,77-82,2,https://elibrary.ru/item.asp?id=27251182
38540696,41,ОСНОВА КОГНИТИВНОГО РАЗВИТИЯ ДЕТЕЙ С ТЯЖЕЛЫМИ МНОЖЕСТВЕННЫМИ НАРУШЕНИЯМИ РАЗВИТИЯ - КИНЕТИЧЕСКОЕ И КИНЕСТЕТИЧЕСКОЕ РАЗВИТИЕ РЕБЕНКА,"Анохина М.Н., Солдатова Н.Г.",Молодой ученый. 2019. № 27 (265). С. 233-235.,2019,233-235,0,https://elibrary.ru/item.asp?id=38540696
87997426,42,РАЗВИТИЕ РЕЧИ ДЕТЕЙ С ТЯЖЕЛЫМИ МНОЖЕСТВЕННЫМИ НАРУШЕНИЯМИ РАЗВИТИЯ (ТМНР) ЧЕРЕЗ ПРЕДМЕТНО-ПРАКТИЧЕСКУЮ ДЕЯТЕЛЬНОСТЬ И МУЗЫКАЛЬНОЕ РАЗВИТИЕ,"Лисовицкая Ю.М., Лукьянова К.Р., Кислицына С.И.","В сборнике: Педагогика: вчера, сегодня, завтра. сборник статей V Международной научно-практической конференции. Пенза, 2025. С. 196-198.",2025,196-198,0,https://elibrary.ru/item.asp?id=87997426
64892893,43,РАЗВИТИЕ СПОРТИВНОЙ ИНДУСТРИИ КАК ФАКТОРА РАЗВИТИЯ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕГИОНА,Хайруллина Е.Г.,"В сборнике: Дни студенческой науки. Сборник материалов V Международной студенческой конференции. Казань, 2023. С. 202-208.",2023,202-208,0,https://elibrary.ru/item.asp?id=64892893
50001295,44,"РАЗВИТИЕ РЕГИОНА: ОЦЕНКА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕГИОНОВ РОССИИ (НА ПРИМЕРЕ ОРЕНБУРГСКОЙ ОБЛАСТИ), КЛЮЧЕВЫЕ ЭКОНОМИЧЕСКИЕ ФАКТОРЫ РАЗВИТИЯ",Зимин В.С.,Обществознание и социальная психология. 2022. № 9 (39). С. 231-236.,2022,231-236,9,https://elibrary.ru/item.asp?id=50001295
50331036,45,"ИНСТИТУТЫ РАЗВИТИЯ РЕГИОНАЛЬНОГО УПРАВЛЕНИЯ НОВОЙ МОДЕЛИ ЭКОНОМИЧЕСКОГО РОСТА (ТЕРРИТОРИИ ОПЕРЕЖАЮЩЕГО РАЗВИТИЯ, ТЕРРИТОРИИ ОПЕРЕЖАЮЩЕГО СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ)",Степанов Н.С.,Вестник университета. 2023. № 1. С. 106-113.,2023,106-113,27,https://elibrary.ru/item.asp?id=50331036
23030956,46,"АНАЛИЗ ПОНЯТИЙ ""РАЗВИТИЕ"", ""РАЗВИТИЕ МЫШЛЕНИЯ"", ""РАЗВИТИЕ ЕСТЕСТВЕННОНАУЧНОГО МЫШЛЕНИЯ""",Суровикина С.А.,Развитие мышления в процессе обучения физике. 2010. № 1 (6). С. 5-11.,2010,5-11,6,https://elibrary.ru/item.asp?id=23030956
30038428,47,"КЛАСТЕРНОЕ ПРОСТРАНСТВЕННОЕ РАЗВИТИЕ: ОСНОВНЫЕ ПОЛОЖЕНИЯ ПРОГРАММ КЛАСТЕРНОГО РАЗВИТИЯ, НОВЫЕ ТЕНДЕНЦИИ КЛАСТЕРНОГО РАЗВИТИЯ",Суханова П.А.,"В сборнике: КЛАСТЕРЫ В ЭКОНОМИКЕ РОССИИ: СУЩНОСТЬ, ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ. сборник статей по итогам Международной научно-практической конференции. 2017. С. 126-129.",2017,126-129,4,https://elibrary.ru/item.asp?id=30038428
60251191,48,ВЗАИМОСВЯЗЬ РАЗВИТИЯ СЕЛЬСКОГО ХОЗЯЙСТВА И АГРОПРОМЫШЛЕННОГО КОМПЛЕКСА С УСТОЙЧИВЫМ РАЗВИТИЕМ СЕЛЬСКИХ ТЕРРИТОРИЙ (ВКЛЮЧАЯ РАЗВИТИЕ СОЦИАЛЬНОЙ ИНФРАСТРУКТУРЫ),"Жданкина И.Ю., Нечаева М.Л., Сысоева Ю.Ю.",Региональная экономика: теория и практика. 2024. Т. 22. № 2 (521). С. 301-315.,2024,301-315,4,https://elibrary.ru/item.asp?id=60251191
66962170,49,DEVELOPMENT OF LOGICAL THINKING IN PRIMARY SCHOOL CHILDREN WITH IMPAIRED MENTAL FUNCTION BY CHESS LESSONS,EninaYulia V.,"В сборнике: Актуальные проблемы профессиональной сферы в современном мире. Материалы XI Международной научно-практической конференции молодых ученых на иностранных языках. Екатеринбург, 2024. С. 373-377.",2024,373-377,0,https://elibrary.ru/item.asp?id=66962170
43068391,50,АЙЫЛДЫН ӨНҮГҮШҮ-АЙМАКТАРДЫН ӨНҮГҮШҮНҮН КӨРСӨТКҮЧҮ КАТАРЫ,Мендибаев Н.,Вестник Ошского государственного университета. 2020. № 1-1. С. 250-259.,2020,250-259,0,https://elibrary.ru/item.asp?id=43068391
49828043,51,ИНСАНДЫН АДЕП-АХЛАКТЫК ӨНҮГҮҮСҮ ЖАНА ЖАРАНДАРДЫН ӨЗҮН-ӨЗҮ ТААНУУСУН ӨНҮКТҮРҮҮ БҮГҮНКҮ КҮНДҮН ТАЛАБЫ,"Маматов А., Алибаев А.",Известия ВУЗов Кыргызстана. 2022. № 4. С. 166-169.,2022,166-169,1,https://elibrary.ru/item.asp?id=49828043
44100324,52,THE ROLE OF UNIVERSITIES IN HUMAN CAPITAL DEVELOPMENT IN THE COURSE OF INNOVATIVE DEVELOPMENT OF ECONOMY,Zhakhanova Z.R.,Вестник университета Туран. 2020. № 3 (87). С. 211-216.,2020,211-216,1,https://elibrary.ru/item.asp?id=44100324
54231369,53,"АҲАМИЯТИ ЭЪЛОН НАМУДАНИ СОЛҲОИ 2019-2021 “СОЛИ РУШДИ ДЕҲОТ, САЙЁҲӢ ВА ҲУНАРҲОИ МАРДУМӢ”, ДАР РУШДИ ИҚТИСОДИЁТИ ҶУМҲУРИИ ТОҷИКИСТОН","Муртазозода Ҷ.С., Абдулхонов Ф.М., Эмомализода Н.Э.",Маҷаллаи академии ҳуқуқ. 2019. № 1 (29). С. 9-13.,2019,9-13,0,https://elibrary.ru/item.asp?id=54231369
42999041,54,CONCEPTUAL ANALYSIS OF STRATEGIC INDICATOR OF SUSTAINABLE DEVELOPMENT RECOGNIZING THE INSTITUTIONAL FACTORS OF INNOVATION DEVELOPMENT,Hdeib T.S.,Экономика и предпринимательство. 2020. № 6 (119). С. 1106-1111.,2020,1106-1111,7,https://elibrary.ru/item.asp?id=42999041
42899845,55,DEVELOPMENT OF NEW TYPES OF TOURISM IN THE REGIONS OF UZBEKISTAN IN TERMS OF URBAN DEVELOPMENT,Rakhmonova G.A.Q.,Вестник науки и образования. 2020. № 10-3 (88). С. 9-11.,2020,9-11,0,https://elibrary.ru/item.asp?id=42899845
42896913,56,ЦІЛІ СТАЛОГО РОЗВИТКУ В КОНТЕКСТІ ФОРМУВАННЯ ТА РОЗВИТКУ ЛЮДСЬКОГО КАПІТАЛУ,"Красностанова Н.Е., Стоян Р.Г.",Бізнес Інформ. 2020. № 2 (505). С. 422-428.,2020,422-428,1,https://elibrary.ru/item.asp?id=42896913
80489338,57,РУШДИ ТАСАВВУРОТ ОИД БА ТАШАККУЛ ВА РУШДИ ФАРҲАНГИ МУОШИРАТ,Давлатзода Р.,Паёми Донишгоҳи миллии Тоҷикистон. 2022. № 4. С. 283-289.,2022,283-289,0,https://elibrary.ru/item.asp?id=80489338
54329619,58,РАЗВИТИЕ ИННОВАЦИОННОГО СЕРВИСА КАК ОСНОВА УСТОЙЧИВОГО РАЗВИТИЯ ИНДУСТРИИ ТУРИЗМА,Лутфуллаева Р.А.,Qazaqtaný. 2023. № 2 (18). С. 124-131.,2023,124-131,2,https://elibrary.ru/item.asp?id=54329619
60095044,59,ENHANCING CRITICAL THINKING SKILLS IN LEGAL PRACTICE: THE USE OF REAL-WORLD SCENARIOS FOR LAWYER TRAINING AND DEVELOPMENT,Rasulova M.,"В сборнике: Science and technology research - 2024. сборник статей Международной научно-практической конференции. Петрозаводск, 2024. С. 221-224.",2024,221-224,0,https://elibrary.ru/item.asp?id=60095044
45703784,60,"ՖԻՆԱՆՍԱԿԱՆ ԶԱՐԳԱՑՄԱՆ ՆՇԱՆԱԿՈՒԹՅՈՒՆԸ, ԿԱՄ ԻՆՉՈ՞Ւ ԷՐ ԿԱՊԻՏԱԼԻ ՇՈՒԿԱՅԻ ԶԱՐԳԱՑՄԱՆ ԾՐԱԳՐԻ ԸՆԴՈՒՆՈՒՄՆ ԱՆՀՐԱԺԵՇՏՈՒԹՅՈՒՆ",Կարապետյան,Ամբերդ Տեղեկագիր. 2020. № 4 (5). С. 38-42.,2020,38-42,0,https://elibrary.ru/item.asp?id=45703784
67882109,61,"HOW SUBPROGRAM “TECHNICAL AND TECHNOLOGICAL MODERNIZATION, INNOVATIVE DEVELOPMENT” WILL HELP RUSSIAN AGRICULTURE","Makarova E.P., Makarov P.P.","В сборнике: Управление и экономика агробизнеса. Сборник трудов, посвященный 55-летию аграрного факультета, 15-летию кафедры управления и экономики агробизнеса, 55-летию Российского университета дружбы народов. Москва, 2014. С. 165-168.",2014,165-168,2,https://elibrary.ru/item.asp?id=67882109
